Time_s,ax_g,ay_g,az_g,wx_deg_s,wy_deg_s,wz_deg_s,AngleX_deg,AngleY_deg,AngleZ_deg,Label
51:17.7,1.9653,0.9487,-0.1279,-98.938,-115.7837,75.6226,63.6218,-60.2435,-141.795,walk
51:17.7,0.9497,0.9619,-0.0835,5.9814,10.7422,70.2515,69.5819,-60.8423,-148.0298,walk
51:17.8,0.9976,-0.1699,-0.1313,147.8882,41.4429,33.5693,79.0851,-66.6541,-157.6813,walk
51:17.8,1,0.4385,-0.0557,86.6089,7.6904,13.3667,91.0657,-70.8728,-161.5265,walk
51:17.8,0.8345,0.5376,-0.0029,61.7676,-24.9023,18.9209,99.3878,-73.7567,-164.9817,walk
51:17.8,0.7129,0.5176,-0.1616,91.7358,8.5449,30.3955,105.0403,-76.4044,-164.6136,walk
51:18.1,1.5737,0.0776,0.0742,108.1543,68.6646,-54.3823,84.6606,-72.9327,-128.606,walk
51:18.1,0.853,0.3022,0.0596,116.9434,78.186,-19.9585,71.2628,-68.4338,-106.4465,walk
51:18.1,0.9556,-0.0947,-0.0298,89.5996,19.104,56.5186,62.1167,-68.8953,-93.8287,walk
51:18.1,0.9785,0.3115,-0.1631,221.3745,62.3779,33.0811,60.4797,-70.8893,-79.964,walk
51:18.1,0.749,0.418,0.2485,63.0493,23.6816,-8.1787,61.6663,-69.9335,-70.3125,walk
51:18.1,0.939,0.1455,0.0977,175.0488,60.9131,24.1089,63.0176,-69.0985,-62.655,walk
51:18.1,1.021,0.3271,0.1274,71.3501,18.6157,3.7231,68.324,-68.3899,-61.2433,walk
51:18.5,0.7944,0.8208,-0.1792,178.1616,4.6387,20.0195,77.5745,-69.6918,-61.4355,walk
51:18.7,0.8423,-0.1196,-0.3838,128.0518,-22.0337,12.7563,86.8359,-68.7964,-60.1062,walk
51:19.0,0.7661,0.8398,-0.02,120.1172,44.5557,-7.5073,94.3616,-70.6586,-42.2424,walk
51:19.0,0.9805,0.3052,-0.0625,96.1304,4.3945,26.9165,103.6176,-70.4828,-47.2961,walk
51:19.0,0.8208,0.5068,-0.042,41.8701,7.3242,11.4746,110.5939,-73.3447,-43.7915,walk
51:19.0,0.9419,0.5166,-0.0981,28.0151,-13.0615,19.8364,119.9268,-74.1193,-56.4752,walk
51:19.0,1.1602,0.2231,-0.0225,-10.376,30.8228,-31.8604,122.2394,-72.2626,-66.1761,walk
51:19.0,1.168,0.1611,0.0063,25.0854,84.8389,-70.6177,94.0649,-69.1974,-29.8553,walk
51:19.0,0.9204,0.4473,0.1382,-30.3345,60.1807,-82.3364,78.8489,-61.2488,-8.465,walk
51:19.0,0.6187,0.3213,0.1675,-33.1421,24.1089,-37.3535,72.1033,-54.4537,2.1039,walk
51:19.2,0.5815,0.3467,0.3335,-59.082,-29.7241,43.0298,69.2413,-54.2944,6.4709,walk
51:19.2,1.0103,0.7974,0.54,-17.2119,8.606,-55.481,68.6755,-59.0076,7.8058,walk
51:19.4,0.5024,-0.3232,0.1333,29.3579,-12.3901,-14.3433,68.4613,-55.816,-0.0879,walk
51:19.9,0.9829,-0.061,-0.1631,44.3726,-87.9517,58.7158,77.3492,-62.3914,-0.4614,walk
51:19.9,0.8198,0.437,-0.0098,0.9155,-47.8516,31.9824,90.7745,-66.1542,-3.1586,walk
51:19.9,0.958,0.2314,-0.0698,41.0156,-40.2832,53.0396,106.3312,-69.4116,-11.3379,walk
51:19.9,0.8877,0.4019,0.0195,-1.4648,-16.6016,22.583,120.4102,-72.1912,-17.4078,walk
51:19.9,0.8511,0.6147,-0.0586,20.752,1.2817,31.4941,126.189,-74.5807,-15.705,walk
51:19.9,1.2363,-0.0498,0.0591,-21.4844,78.4302,-65.8569,112.1924,-74.6246,3.4387,walk
51:20.2,1.0161,0.3071,0.0947,23.5596,77.4536,-76.9653,86.0669,-68.0328,37.1667,walk
51:20.2,0.6011,0.4463,0.0649,-79.6509,41.9922,-66.8945,76.0803,-59.502,51.3611,walk
51:20.2,0.5898,0.1978,0.126,-26.9775,-13.6719,-14.4043,69.7192,-55.426,55.7391,walk
51:20.4,0.8916,0.8223,0.4902,21.8506,-35.1563,77.2705,70.7135,-59.7437,56.9257,walk
51:20.5,1.4189,0.9893,-0.146,-120.7886,-62.1338,-31.7383,70.7465,-58.6505,59.3152,walk
51:20.7,1.6416,0.9102,-0.2212,81.9702,6.1035,136.2915,76.0748,-61.7377,55.0085,walk
51:20.7,0.8608,0.2202,-0.0137,66.6504,-15.686,20.4468,85.4132,-66.5277,51.0864,walk
51:20.9,0.9521,0.1226,-0.0884,79.3457,-16.6016,46.0815,101.5302,-70.5432,41.4899,walk
51:20.9,0.7959,0.6099,0.0391,18.9209,-27.5879,30.6396,114.8016,-74.1632,35.9088,walk
51:21.2,0.8579,0.5947,-0.0767,14.2212,-7.2021,45.8374,127.1667,-76.5417,26.6364,walk
51:21.3,1.4048,-0.0259,-0.1655,-52.4292,45.4712,-50.7202,120.7288,-76.0858,34.173,walk
51:21.3,0.9829,0.1284,-0.0015,59.4482,110.5347,-82.0313,84.3091,-70.8344,75.8771,walk
51:21.3,0.8662,0.5132,0.1162,-112.9761,30.0293,-93.5669,75.3387,-61.463,84.3585,walk
51:21.4,0.6235,0.0913,0.1265,-25.6348,13.4888,-26.4893,67.2803,-55.7391,86.9788,walk
51:21.4,0.5703,0.4907,0.4648,-12.5732,-9.0942,60.5469,66.1871,-59.0515,88.8794,walk
51:21.7,1.3853,0.9131,0.7476,-25.3906,-6.958,-49.8047,64.7699,-61.6333,93.7024,walk
51:21.7,0.668,-0.0635,0.0347,130.249,-55.4199,12.6343,70.6476,-60.1282,87.6105,walk
51:21.7,1.1079,0.2549,-0.0542,64.9414,-58.2886,18.9209,82.7051,-68.2965,80.0903,walk
51:21.8,0.9072,0.4346,-0.0791,32.8369,-55.6641,36.3159,94.6033,-71.7737,74.0533,walk
51:22.1,0.772,0.4575,-0.0449,28.8086,-11.2915,42.3584,108.6603,-75.0476,63.9349,walk
51:22.1,0.8525,0.252,-0.0098,7.4463,-14.3433,46.4478,125.5792,-77.0032,47.7301,walk
51:22.4,1.2622,0.7471,-0.064,-38.6353,-25.0854,-37.5366,137.0819,-79.0576,40.0012,walk
51:22.4,1.5396,-0.1812,-0.1606,61.8286,142.8223,-90.5151,98.1738,-74.4269,76.9208,walk
51:22.4,0.8242,0.6772,0.2056,-34.79,45.2881,-102.417,77.113,-65.9784,103.3868,walk
51:22.4,0.6597,0.0391,0.1167,-46.875,40.5884,-36.6211,65.6543,-57.6782,108.0176,walk
51:22.6,0.5762,0.4907,0.3271,-22.0337,-36.0718,31.311,64.8138,-57.6892,108.7811,walk
51:22.6,1.0552,1.0503,0.3569,24.1089,35.5835,-16.4795,64.5502,-63.4625,111.6925,walk
51:22.8,1.0728,-0.623,-0.1436,-179.7485,-29.48,-10.9253,65.5225,-61.2213,106.5399,walk
51:22.8,0.4297,0.3677,-0.1011,21.7896,-44.3115,77.9419,70.4828,-63.913,106.4905,walk
51:23.0,0.8755,0.1411,0.0381,55.9692,-15.2588,43.0908,84.2542,-69.4336,96.9818,walk
51:23.1,0.9658,0.4331,0.0073,25.6958,-34.729,42.2974,102.5079,-74.1248,85.8362,walk
51:23.2,0.9453,0.4097,0.0146,-11.5967,-35.2783,30.4565,113.1976,-75.7178,77.7997,walk
51:23.2,0.8721,0.6118,-0.0801,14.8315,-5.9204,38.8184,126.8481,-77.926,66.0938,walk
51:23.4,1.2983,0.1504,-0.0688,-46.3257,64.6973,-52.3071,118.4326,-78.0084,76.2781,walk
51:23.4,1.0425,0.063,0.0093,30.2734,110.5957,-86.4868,83.6499,-71.3507,112.0441,walk
51:23.6,0.7007,0.4834,0.1006,-89.3555,58.0444,-81.4209,72.5537,-61.8475,123.5083,walk
51:23.6,0.6279,0.0781,0.124,-25.6958,9.3384,-19.2871,64.0338,-56.3214,126.2988,walk
51:23.7,0.7012,0.5229,0.4912,-3.6011,-34.8511,61.7065,64.9567,-59.7107,125.6781,walk
51:23.9,1.0142,0.7861,0.6406,-8.2397,-0.5493,-75.1343,64.5392,-61.0345,129.8035,walk
51:23.9,1.0894,-0.3311,-0.0283,139.8315,-49.9878,14.0381,67.2583,-62.0618,121.7615,walk
51:24.1,1.3394,0.127,-0.1128,2.3193,-108.8867,35.3394,76.1847,-67.9559,117.6581,walk
51:24.2,0.8267,0.3418,-0.0933,67.3828,-36.1938,52.1851,88.1818,-71.3177,112.6044,walk
51:24.4,0.8735,0.3516,0.0195,44.6167,-17.334,39.856,105.5127,-74.9597,100.5249,walk
51:24.4,0.9146,0.3867,0.019,23.6206,-14.8315,42.9077,120.8936,-77.6129,88.819,walk
51:24.5,0.9243,0.8071,0.0879,2.0752,8.7891,12.4512,126.2439,-79.4586,86.9568,walk
51:24.6,1.5654,-0.0903,-0.0562,0,89.7827,-85.2661,92.1533,-74.6191,119.1577,walk
51:24.7,0.833,0.6772,0.1787,-6.958,44.7388,-89.7217,73.0316,-65.8795,143.5968,walk
51:24.8,0.7954,0.166,0.0972,-112.793,23.2544,-63.9648,63.902,-57.4475,143.5638,walk
51:24.9,0.5522,0.2603,0.1763,-16.9678,-55.0537,8.606,62.8912,-56.662,139.2627,walk
51:25.0,1.2256,0.9604,0.3853,6.2256,-2.5024,55.8472,62.2485,-63.4186,140.9711,walk
51:25.1,0.814,-0.2373,-0.2417,-196.228,-6.1646,-55.3589,61.4301,-60.3314,136.5765,walk
51:25.1,0.5854,0.5898,-0.2471,-2.3193,19.4092,81.4209,67.9779,-65.8466,136.3348,walk
51:25.3,0.8608,0.3682,-0.0181,63.0493,-23.9258,25.4517,81.9196,-70.0378,127.1613,walk
51:25.4,0.9678,0.2363,-0.041,74.0967,-6.4697,44.7388,96.2622,-73.504,117.6086,walk
51:25.5,0.9443,0.4741,0.0581,16.9067,-33.2642,48.3398,111.1212,-76.9922,105.6061,walk
51:25.6,0.9194,0.4331,-0.1152,18.3716,-16.8457,34.4238,125.2057,-79.4696,92.818,walk
51:25.8,1.3413,-0.0186,-0.1406,-48.0347,58.7769,-61.4014,109.7809,-78.3875,108.2263,walk
51:25.8,0.9521,0.1162,0.0015,41.626,106.0181,-86.3037,75.5035,-70.4279,144.0692,walk
51:25.9,0.7334,0.3398,0.0947,-111.8164,26.4893,-77.0874,67.6978,-61.3422,147.0026,walk
51:26.0,0.6646,0.2026,0.0791,-23.9868,-26.4282,-13.4277,62.1332,-57.4255,144.6295,walk
51:26.0,0.9111,0.6763,0.481,16.1133,-24.7192,68.2373,63.446,-60.9686,141.0535,walk
51:26.2,1.083,0.5117,0.751,-35.8887,-37.4146,-23.6816,63.4351,-60.2765,142.5861,walk
51:26.4,1.1333,0.2295,-0.0298,106.1401,-69.0918,4.0283,65.9509,-61.3477,135.4285,walk
51:26.4,1.3052,0.3501,0.0171,65.1245,-21.6675,27.71,76.0474,-67.5055,127.7216,walk
51:26.6,0.8706,0.3042,-0.0952,59.9365,-38.5132,33.9966,85.4077,-70.6641,122.8271,walk
51:26.6,0.7817,0.5449,-0.0264,41.0767,-4.6387,37.4146,100.9039,-74.7839,111.4948,walk
51:26.8,0.8052,0.3408,-0.0361,6.7749,-23.3154,42.2974,116.12,-77.2119,96.9434,walk
51:26.8,0.811,0.5859,-0.0786,17.2119,7.9956,21.4233,129.9957,-79.173,84.9573,walk
51:27.0,1.3809,-0.0508,0.0278,-10.5591,105.2246,-83.1299,103.0463,-76.2726,110.7367,walk
51:27.0,0.8496,0.521,0.1143,33.6914,63.7207,-85.022,75.0861,-68.1921,142.8607,walk
51:27.2,0.7515,0.2197,0.1455,-108.0933,30.7617,-69.397,65.5884,-58.5406,146.0468,walk
51:27.2,0.5938,0.2813,0.1484,-10.9253,-30.8838,9.2773,62.2156,-56.2665,144.1626,walk
51:27.3,1.1094,0.8945,0.3931,-14.4043,-15.9912,62.1948,61.3861,-61.9354,145.036,walk
51:27.6,1.2036,0.7793,0.498,-41.3818,-79.7119,45.9595,61.5894,-59.6667,145.3052,walk
51:27.6,0.7563,0.4116,-0.1079,43.1519,-20.2637,-50.5371,64.0942,-61.6168,138.2025,walk
51:27.6,1.0737,0.249,0.127,99.6094,29.6631,-4.0894,72.6361,-68.2855,131.1108,walk
51:27.8,0.8315,0.3442,0.02,54.1992,-36.499,10.7422,82.0679,-71.8286,125.365,walk
51:27.8,0.7925,0.5225,0.04,25.6348,-26.9165,26.7334,97.7124,-75.6573,111.2915,walk
51:27.9,0.8232,0.4126,-0.083,11.8408,-19.3481,31.9824,109.2371,-77.514,100.4425,walk
51:28.0,0.9766,0.5869,-0.0811,-37.5977,-7.4463,5.7373,117.7954,-77.8436,91.6479,walk
51:28.2,1.1274,-0.0884,-0.0356,-84.8999,100.708,-54.3213,90.6647,-74.0533,113.8403,walk
51:28.2,0.8716,0.5928,0.0615,32.6538,65.7349,-79.0405,68.9886,-67.4011,133.3136,walk
51:28.3,0.8384,0.2295,0.0698,-129.2114,-7.8125,-89.5386,63.7427,-58.8263,127.381,walk
51:28.4,0.6548,0.2793,0.1841,-86.3037,-14.4653,-3.54,60.0677,-56.272,119.0094,walk
51:28.5,1.1064,0.8354,0.3774,-63.8428,-35.5835,55.7251,53.9758,-61.073,121.7944,walk
51:28.6,1.6353,0.5151,0.1558,-121.8872,-146.4233,-24.1699,54.1846,-60.4413,114.3896,walk
51:28.8,0.7476,0.4009,-0.0991,-65.7959,-42.4805,51.5747,50.8008,-61.1938,109.9786,walk
51:28.8,0.8369,0.644,0.1377,0.5493,-19.7144,-9.8267,52.0422,-68.1097,104.837,walk
51:28.9,0.8374,0.1055,0.0122,-113.8306,-96.1914,25.0244,59.7327,-73.5809,81.4856,walk
51:29.1,0.9712,0.2896,-0.0747,-81.4209,-60.3638,25.5737,82.0294,-79.2004,46.1316,walk
51:29.1,1.0957,0.1563,0.0098,-18.8599,-22.0337,20.1416,97.7838,-80.6946,20.1105,walk
51:29.3,0.9917,0.6255,-0.0234,-40.9546,-1.3428,8.606,102.9364,-82.37,7.5641,walk
51:29.3,0.9937,0.0635,0.0771,-91.7969,64.5752,-56.0913,78.2776,-78.3655,17.0343,walk
51:29.4,1.0288,0.3052,-0.0845,-98.3276,-6.7749,-90.4541,68.1976,-69.4611,13.233,walk
51:29.5,0.9111,0.2842,0.0537,-127.6855,-14.0381,-99.4263,66.6046,-61.4136,-3.5156,walk
51:29.8,0.7813,0.4082,0.062,-122.3755,-62.439,-51.8799,65.4236,-57.1454,-21.1981,walk
51:29.8,0.9927,0.3696,0.3213,-85.6934,-39.917,40.2222,61.0345,-58.9856,-37.1887,walk
51:29.8,0.8145,0.3706,0.1929,-41.1987,-37.9028,-61.8286,58.233,-58.1506,-46.1316,walk
51:30.0,1.084,0.0845,0.1387,-247.8027,-76.416,-56.5186,65.5554,-61.0785,-66.7255,walk
51:30.0,1.0522,-0.2163,-0.2603,111.9385,-50.6592,97.9004,62.6276,-65.1379,-77.97,walk
51:30.1,0.791,0.5864,0.1245,-83.0688,-16.4185,20.6299,73.7018,-69.7577,-85.4901,walk
51:30.2,1.0933,0.084,0.001,9.5215,-36.1328,51.8188,87.0282,-72.8009,-109.259,walk
51:30.4,0.8784,0.2856,-0.0571,-30.5176,-37.4146,33.8135,98.7506,-76.2561,-125.5133,walk
51:30.4,0.8511,0.6387,-0.0684,-12.5122,-8.7891,33.3252,114.2468,-78.6346,-144.7504,walk
51:30.6,1.3477,0.0161,-0.1274,-55.0537,55.7251,-55.1147,111.0883,-77.0471,-147.1509,walk
51:30.6,1.1128,0.124,-0.0532,10.8032,69.2749,-83.0078,81.1615,-69.9609,-120.2014,walk
51:30.8,0.8521,0.5439,0.124,-72.876,35.8276,-88.0737,72.4384,-61.3367,-115.9827,walk
51:30.8,0.7466,0.1406,0.123,-34.4849,-1.9531,-51.6357,66.8353,-54.4318,-119.6686,walk
51:30.9,0.6094,0.4146,0.354,-19.3481,-19.104,43.335,66.1707,-55.7776,-124.7223,walk
51:31.1,0.8984,0.8247,0.5073,-14.4043,4.0894,-47.7295,62.4683,-59.1229,-123.0634,walk
51:31.1,0.6855,-0.0771,0.2368,57.6172,-1.5259,-3.1128,63.5339,-58.8428,-127.9688,walk
51:31.3,0.9756,-0.144,-0.1777,29.9072,-84.9609,73.1201,69.2249,-63.3856,-133.0664,walk
51:31.3,0.7944,0.3696,-0.0024,-7.6294,-42.9077,19.043,78.6182,-67.0496,-138.7299,walk
51:31.5,0.9419,0.2637,-0.084,52.6733,-34.5459,49.1943,92.6697,-71.2463,-149.5679,walk
51:31.5,0.9111,0.3711,0.0249,-5.0049,-18.9209,36.6821,105.271,-74.6136,-159.9115,walk
51:31.7,0.9116,0.5723,-0.0576,22.2168,-6.3477,36.5601,116.5485,-76.9373,-170.4639,walk
51:31.9,1.1919,0.0083,-0.043,-60.4248,89.3555,-61.7065,103.1396,-75.5365,-157.9449,walk
51:31.9,0.9478,0.2344,0.0347,35.7666,101.0132,-84.0454,78.1787,-67.8845,-132.627,walk
51:32.1,0.75,0.4502,0.0503,-95.52,40.6494,-83.8623,71.6583,-58.8702,-128.8861,walk
51:32.1,0.6729,0.0386,0.1104,-33.1421,-9.8267,-24.231,64.6326,-54.3109,-130.4462,walk
51:32.1,0.8145,0.6484,0.396,17.334,-10.0098,80.6274,64.5227,-58.5571,-131.4734,walk
51:32.3,1.0293,0.7959,0.7041,-16.5405,-23.4985,-17.7002,63.067,-58.0902,-128.952,walk
51:32.3,1.0923,0.1245,-0.042,138.7329,-18.6157,35.9497,68.2745,-60.4633,-138.219,walk
51:32.5,1.0361,0.2158,-0.0181,38.3301,-27.3438,17.4561,76.9647,-67.3407,-142.3169,walk
51:32.5,0.877,0.3081,-0.0532,37.3535,-49.0723,38.8794,87.5446,-71.2793,-149.8151,walk
51:32.6,0.8765,0.4575,-0.0127,37.7808,-11.6577,42.1753,101.1127,-75.0311,-160.8179,walk
51:32.7,0.8535,0.4341,-0.0308,16.6626,-13.5498,35.0952,115.0049,-77.4701,-174.364,walk
51:33.1,1.3848,0.7324,0.0044,-35.6445,-23.1323,-35.7056,117.1088,-77.7887,-175.4077,walk
51:33.1,1.4126,-0.0674,-0.1533,49.0112,110.2905,-76.5991,83.2159,-71.3397,-142.619,walk
51:33.3,0.7852,0.5068,0.2275,-13.2446,70.0073,-95.5811,72.3724,-61.9135,-131.2811,walk
51:33.3,0.5742,0.1182,0.1221,-15.564,9.2773,-27.6489,64.8083,-55.8435,-129.6716,walk
51:33.5,0.6206,0.5513,0.415,-13.6719,-25.0854,58.6548,65.1105,-58.233,-132.1161,walk
51:33.5,1.3765,1.0381,0.6323,-23.3765,-47.4854,-37.0483,64.5831,-60.4523,-130.0946,walk
51:33.5,1.0083,0.1343,-0.27,124.0234,-66.6504,51.8799,67.7087,-59.7656,-140.202,walk
51:33.7,1.1997,0.1255,0.0049,36.9873,-36.6211,29.1138,74.6851,-66.665,-144.1846,walk
51:33.7,0.8574,0.3408,0.0186,44.5557,-34.79,45.2271,87.0502,-70.7574,-150.3973,walk
51:33.7,0.8208,0.4521,-0.0269,42.7246,-19.7754,46.6919,102.9309,-75.6134,-163.1799,walk
51:34.1,0.9043,0.3706,-0.0327,17.2729,-1.0376,33.6304,117.4438,-78.4149,-176.1987,walk
51:34.1,1.2124,0.7002,-0.0806,-41.3818,3.1738,-36.3159,123.7115,-80.1892,179.8242,walk
51:34.1,1.3628,-0.042,-0.1196,65.5518,127.9297,-81.2378,88.9508,-74.8718,-147.5958,walk
51:34.2,0.6611,0.6279,0.1523,-35.7056,30.0293,-102.2949,74.7015,-65.907,-130.0067,walk
51:34.3,0.8228,-0.0864,0.0952,-82.8857,16.9678,-57.5562,67.2803,-57.7441,-133.3905,walk
51:34.5,0.5439,0.5024,0.3242,-18.3716,-34.9731,20.0806,69.3842,-57.7112,-138.0267,walk
51:34.6,1.1074,0.9575,0.4829,20.5078,28.2593,-37.1704,64.8358,-62.4188,-133.0884,walk
51:34.6,0.7808,-0.9668,-0.0054,43.9453,-15.5029,6.3477,63.5614,-59.0515,-140.1251,walk
51:34.7,0.9082,0.2476,-0.0269,-17.9443,-102.417,18.0664,73.8226,-66.5277,-142.4487,walk
51:34.9,0.8491,0.3315,-0.0981,35.8276,-46.2036,57.312,89.198,-71.2518,-153.2977,walk
51:35.0,0.9634,0.2573,-0.0366,55.1758,-24.353,34.729,107.5067,-74.7784,-167.3987,walk
51:35.1,0.8799,0.3716,0.0005,25.8179,-7.8735,42.5415,122.7283,-77.2449,-178.8684,walk
51:35.1,0.8784,0.7266,0.0903,19.6533,9.3384,23.1934,130.4077,-79.1071,176.5173,walk
51:35.1,1.502,-0.0303,0.0806,-27.2217,89.1113,-78.4302,100.3931,-75.6793,-156.8243,walk
51:35.3,0.8926,0.6206,0.1211,5.3101,37.4146,-79.1626,76.7944,-67.5494,-129.5728,walk
51:35.5,0.749,0.2251,0.0498,-112.793,23.5596,-69.1528,68.9722,-58.5736,-128.7598,walk
51:35.7,0.5405,0.2725,0.1675,-2.6245,-44.9829,6.1035,67.467,-57.3102,-132.7643,walk
51:35.8,1.21,0.9189,0.4014,12.9395,34.9731,35.9497,63.4351,-62.7374,-130.0671,walk
51:35.8,1.2354,0.2554,-0.4404,-175.5371,-25.0244,7.8125,62.254,-61.4301,-132.561,walk
51:35.8,0.603,0.7061,-0.1929,-6.7139,22.7051,74.8291,68.0823,-63.6273,-135.1648,walk
51:35.9,0.8438,0.2705,-0.0117,104.187,-4.9438,30.0293,80.2716,-69.2743,-142.674,walk
51:35.9,0.9282,0.2627,-0.061,38.7573,-34.79,50.6592,96.839,-73.938,-154.7314,walk
51:36.1,0.8755,0.5488,0.0361,5.188,-35.6445,39.917,112.89,-77.0581,-168.2281,walk
51:36.5,0.8555,0.5879,-0.0933,12.4512,-16.1133,34.3628,125.5408,-78.8269,179.7473,walk
51:36.5,1.2617,-0.0308,-0.0703,-49.8657,67.3218,-54.6875,112.11,-76.9263,-169.6399,walk
51:36.5,0.9487,0.1387,0.0288,22.0337,99.3042,-86.9751,77.4921,-69.2743,-133.5608,walk
51:36.7,0.6475,0.4375,0.0322,-106.7505,34.8511,-88.8672,69.2139,-59.5074,-128.5455,walk
51:36.9,0.5508,0.0337,0.0366,-34.0576,-24.0479,-17.0898,63.9075,-55.2448,-131.5833,walk
51:36.9,1.0205,0.8901,0.5386,-1.8921,-22.583,96.3135,64.5941,-61.6223,-133.6542,walk
51:36.9,0.9468,0.3091,-0.4658,-155.6396,-27.0996,-38.0249,67.3132,-61.3092,-135.8569,walk
51:36.9,0.7651,0.7715,-0.1147,24.4751,14.6484,88.1348,71.3342,-63.5889,-141.7566,walk
51:37.1,0.8193,0.3862,-0.0874,113.2202,-13.3057,35.9497,82.2601,-69.2303,-147.1179,walk
51:37.1,0.8779,0.3071,-0.0098,40.8936,-35.1563,50.5371,98.421,-73.6414,-158.1647,walk
51:37.1,0.9424,0.5376,0.0552,10.6812,-38.5742,49.6826,114.6478,-76.5967,-171.5625,walk
51:37.5,0.792,0.502,-0.1304,6.4087,-4.6997,15.9912,127.5787,-78.8928,176.6986,walk
51:37.6,1.4116,-0.23,0,-32.4707,77.1484,-84.3506,106.7487,-76.1792,-164.3939,walk
51:37.6,0.9146,0.7295,0.1084,34.3628,52.7344,-87.3413,78.0908,-68.1482,-129.2542,walk
51:37.9,0.6797,0.335,0.0542,-123.1079,19.7144,-77.3315,68.8788,-57.4255,-124.92,walk
51:37.9,0.4541,0.1953,0.123,-2.5635,-53.4668,6.4697,65.116,-55.1184,-127.7765,walk
51:37.9,1.2085,0.8584,0.4727,2.0752,13.4888,59.6313,63.891,-62.5067,-128.3368,walk
51:37.9,0.9844,-0.3091,-0.4331,-287.5977,-30.8838,-80.0781,63.3142,-60.0732,-132.4622,walk
51:38.1,0.7031,0.8999,-0.1899,-11.3525,53.5889,109.4971,69.895,-64.8083,-135.6152,walk
51:38.1,0.8506,0.3496,-0.063,87.0361,-25.3906,45.2881,80.4639,-69.6588,-141.5424,walk
51:38.3,0.916,0.1064,-0.0225,13.3057,-25.3296,41.626,97.3608,-74.2017,-155.4456,walk
51:39.3,0.8926,0.5024,0.0571,27.9541,-26.001,46.936,114.3787,-77.8656,-169.7937,walk
51:39.3,0.792,0.6133,-0.0557,22.522,15.0757,35.1563,124.3103,-80.722,-178.6707,walk
51:39.3,1.3242,-0.1357,0.0815,-77.8809,41.8091,-75.9277,108.2483,-77.514,-168.739,walk
51:39.3,0.9517,0.3154,0.0972,20.5078,42.0532,-90.271,81.9415,-68.3899,-138.9441,walk
51:39.3,0.7305,0.3667,0.0747,-120.7886,19.104,-85.8154,74.4983,-58.4363,-131.7151,walk
51:39.3,0.5654,0.2305,0.1021,4.7607,-33.8745,-10.2539,71.3177,-54.646,-134.2749,walk
51:39.3,1.0352,0.7769,0.3574,25.0244,-11.1084,65.0635,72.4823,-60.4193,-137.818,walk
51:39.3,9.8643,5.5674,2.2114,-25.4517,-110.2905,106.8115,73.1415,-60.9521,-138.1696,walk
51:39.3,0.7334,0.5381,-0.3145,79.9561,-47.3633,47.2412,73.6084,-57.7057,-143.3496,walk
51:39.3,1.1606,-0.1104,-0.2554,166.748,51.4526,39.0015,81.0626,-61.2488,-146.3379,walk
51:39.3,0.8789,0.3599,0.0142,154.7852,8.7891,1.8921,90.3186,-63.7592,-145.8984,walk
51:39.4,0.8096,0.5493,-0.2358,192.627,42.2974,2.3193,97.1246,-66.3959,-140.224,walk
51:39.5,0.7886,0.5938,-0.2725,166.748,73.8525,3.54,99.3439,-67.8021,-127.0184,walk
51:39.8,0.9741,0.542,0.0781,166.748,74.2798,-32.1045,97.251,-66.9067,-108.6163,walk
51:39.8,1.3945,0.0757,-0.0107,94.4214,140.625,-5.4932,86.1548,-63.0231,-87.8851,walk
51:39.8,0.8613,0.436,-0.2114,208.0078,176.3306,62.1338,66.3684,-62.1661,-52.5201,walk
51:39.9,0.7266,0.646,0.0933,179.8706,145.3247,72.0215,54.3439,-61.1609,-13.5187,walk
51:40.0,0.6787,0.4575,0.2451,118.5913,53.4058,70.7397,47.439,-60.8258,8.7122,walk
51:40.1,0.6904,0.8223,0.5376,150.8179,-11.7188,8.1177,58.222,-63.7372,8.833,walk
51:40.2,1.3555,1.104,0.3291,-3.54,-63.8428,21.8506,70.7025,-63.0286,-2.3071,walk
51:40.4,1.0854,-0.1997,-0.4727,202.2705,-45.6543,113.7695,75.8331,-63.9404,-8.8879,walk
51:40.4,0.8242,0.5054,0.1147,-51.3916,-22.0337,-1.4648,89.3738,-67.533,-6.7896,walk
51:40.8,0.9399,0.3179,-0.1167,112.1216,6.4697,58.1055,103.1342,-69.5764,-16.3531,walk
51:40.8,0.9839,0.4497,-0.02,21.3623,-19.165,31.4331,116.4276,-73.5095,-16.8585,walk
51:40.8,0.9575,0.4678,-0.0103,43.457,-1.0376,35.5225,130.5725,-76.4868,-22.4286,walk
51:40.8,1.272,0.4263,-0.0615,-36.377,33.8135,-42.6025,132.4841,-78.4644,-22.6978,walk
51:41.0,1.3101,0.1592,-0.0967,-10.3149,72.876,-83.8013,89.4617,-73.4436,21.7419,walk
51:41.0,0.7427,0.5347,0.1577,-9.6436,51.4526,-98.938,77.8876,-63.9075,37.4139,walk
51:41.2,0.7114,0.1274,0.1235,-72.0215,21.6675,-40.1001,69.2743,-56.2061,43.4509,walk
51:41.2,0.5869,0.5132,0.4829,6.2866,-1.0376,53.772,68.9008,-57.6672,44.577,walk
51:41.4,0.7246,0.6138,0.5469,28.7476,27.0996,-74.8901,66.9342,-59.9084,53.1683,walk
51:41.4,1.1665,-1.0874,0.042,29.541,-37.4756,-21.8506,65.7532,-62.2101,49.856,walk
51:41.6,1.231,0.4634,-0.1177,58.1055,-118.8965,72.6929,77.1075,-66.8188,49.3616,walk
