Time_s,ax_g,ay_g,az_g,wx_deg_s,wy_deg_s,wz_deg_s,AngleX_deg,AngleY_deg,AngleZ_deg,Label
54:30.0,0.8691,0.4321,0.0659,-23.2544,-0.1221,10.5591,100.6183,-76.9482,86.2097,walk
54:30.0,1.2466,0.7964,0.1895,-21.0571,77.6978,-31.4941,86.7975,-75.9155,96.3391,walk
54:30.1,0.9971,0.3091,-0.248,-135.9253,-32.2876,-59.3262,65.7367,-67.2034,108.045,walk
54:30.1,0.9058,0.229,-0.0103,-172.3633,-11.7798,-90.8203,66.297,-59.9854,93.1146,walk
54:30.3,0.8213,0.4502,-0.1309,-164.1846,-88.9893,-51.5747,65.4291,-58.1561,74.5752,walk
54:30.4,0.8589,0.0439,0.062,-156.7993,-95.6421,-6.8359,62.5781,-60.1392,55.5304,walk
54:30.6,0.6836,0.5801,0.0942,-48.584,-4.3945,-32.1045,60.6116,-63.0341,48.4552,walk
54:30.6,1.188,0.2241,0.1958,-173.9502,12.7563,32.5317,66.1926,-65.3027,29.2731,walk
54:30.7,0.9609,0.437,-0.1636,-36.8042,-45.5933,92.4072,56.9312,-70.6641,32.157,walk
54:30.8,0.9731,0.2925,0.0972,-101.9897,-35.6445,30.1514,65.072,-74.3335,14.7052,walk
54:31.0,0.918,0.2495,-0.0649,-87.8906,-51.1475,24.4751,73.526,-76.5472,-4.6088,walk
54:31.0,0.873,0.292,-0.2769,-104.6143,-51.8188,16.3574,89.1815,-79.1125,-31.9977,walk
54:31.2,0.9629,0.291,-0.1382,-84.8389,-19.2871,24.4141,104.3536,-81.0901,-58.8043,walk
54:31.2,1.0854,0.187,-0.147,-106.8726,15.0146,-18.5547,105.0348,-81.3483,-69.6368,walk
54:31.4,1.2041,0.0723,-0.0332,-51.1475,40.7715,-107.8491,78.0524,-73.2019,-51.2567,walk
54:31.4,0.9141,0.5322,0.0391,-83.252,-1.0376,-95.3369,71.922,-63.8965,-55.6183,walk
54:31.6,0.709,0.123,0.0933,-101.4404,-14.0381,-76.5381,66.3959,-55.7776,-64.8248,walk
54:31.6,0.6055,0.2847,0.2046,-56.4575,-37.8418,18.7378,66.0059,-55.1129,-75.3333,walk
54:31.8,0.8076,1.0527,0.3413,5.6152,8.9111,-66.2842,61.6113,-58.7988,-76.0144,walk
54:31.8,1.0928,-0.4302,0.0166,-93.6279,-19.3481,-5.9814,65.896,-58.6121,-89.9725,walk
54:32.0,0.9517,-0.1455,-0.2651,18.2495,-95.6421,120.5444,68.3624,-62.677,-96.5424,walk
54:32.0,0.8677,0.5796,0.0005,46.814,-36.1938,42.4194,81.6394,-68.703,-102.4475,walk
54:32.0,0.9819,0.1191,-0.043,37.4146,-52.6123,42.1143,95.3174,-71.7957,-116.8671,walk
54:32.2,0.8945,0.438,0.0488,4.8218,-20.3247,39.4897,110.3577,-75.0366,-131.3141,walk
54:32.3,0.8833,0.5063,-0.0498,13.4277,10.0708,19.5313,117.6416,-76.6077,-139.4714,walk
54:32.4,1.4243,-0.0986,0.0679,-9.1553,87.5854,-77.5757,96.3281,-73.949,-120.6299,walk
54:32.6,0.8594,0.5532,0.1069,16.9678,49.3774,-86.731,78.4644,-65.6378,-95.8832,walk
54:32.6,0.7632,0.3154,0.0728,-118.1641,10.8643,-66.2842,71.1584,-56.4203,-91.3898,walk
54:32.6,0.584,0.3042,0.1411,2.5635,-40.7104,2.6245,68.0548,-53.7671,-92.8729,walk
54:32.8,1.0552,0.9551,0.4531,-16.1743,-11.2305,74.5239,66.7035,-59.8041,-96.1249,walk
54:32.9,0.8789,0.022,-0.3188,-130.6152,-18.7988,-54.3213,65.7697,-58.9087,-101.1786,walk
54:33.0,0.7905,0.6782,-0.168,30.2734,15.0146,73.3643,70.4388,-62.2815,-108.8306,walk
54:33.1,0.7979,0.6709,-0.043,92.7124,4.2725,17.1509,81.6614,-68.7195,-115.6641,walk
54:33.2,0.9653,0.0723,-0.0742,40.6494,-18.6157,32.8369,92.5433,-71.7957,-127.1942,walk
54:33.3,0.8633,0.521,0.0308,4.3945,-28.1372,46.0815,107.0013,-75.8386,-141.3885,walk
54:33.4,0.874,0.5518,-0.1025,19.5923,7.8125,40.5273,116.9,-78.5577,-152.2321,walk
54:33.5,1.3052,-0.0972,-0.0479,-61.6455,53.4668,-63.5376,102.9694,-76.7834,-141.2567,walk
54:33.6,0.9102,0.1704,0.1157,42.8467,84.4116,-102.478,77.4481,-67.9614,-116.1145,walk
54:33.7,0.7119,0.3965,0.1108,-98.877,13.0615,-91.3696,71.6089,-58.2935,-115.3784,walk
54:33.8,0.6045,0.1323,0.0986,-13.0615,-17.7002,-13.3057,66.8958,-54.3768,-119.74,walk
54:33.9,0.874,0.8403,0.5166,3.1128,-14.3433,81.9702,65.7751,-59.3701,-122.0526,walk
54:34.0,1.6333,1.0112,0.0093,-72.0215,-70.8618,-16.2964,65.6927,-58.9856,-125.6396,walk
54:34.2,1.3486,0.606,-0.1533,52.8564,-25.1465,80.0781,69.7302,-61.7102,-135.0165,walk
54:34.2,0.8833,0.3994,-0.0225,146.2402,12.2681,20.813,79.7772,-67.6868,-139.7186,walk
54:34.4,0.9121,0.1719,-0.0815,40.0391,-38.3301,41.0156,91.0657,-71.7242,-149.881,walk
54:34.4,0.8359,0.6895,0.0044,28.1982,-25.9399,40.2222,108.3197,-76.0419,-165.0806,walk
54:34.6,0.8716,0.5244,-0.1265,14.5874,11.1084,26.6724,116.6089,-77.9974,-173.1116,walk
54:34.6,1.1821,0.1016,-0.0347,-48.2178,76.8433,-83.6792,97.641,-75.921,-154.6765,walk
54:34.7,0.937,0.1675,0.1235,46.5698,95.8252,-97.6563,77.4207,-66.8683,-134.198,walk
54:34.7,0.5503,0.4419,0.0991,-102.0508,15.3198,-93.75,72.9822,-57.1399,-132.1875,walk
54:34.9,0.6885,0.0845,0.1274,-6.6528,-14.0381,-7.9346,66.5607,-53.7671,-134.5825,walk
54:35.1,0.8325,0.8428,0.48,28.8086,2.7466,90.0879,66.3959,-59.9304,-133.2916,walk
54:35.1,0.8398,0.0557,-0.3325,-178.772,-12.5122,-28.7476,64.27,-59.1119,-132.5775,walk
54:35.2,0.7124,0.564,-0.1699,28.1372,22.2168,82.3364,70.329,-63.2263,-138.1256,walk
54:35.4,0.9028,0.5176,-0.0342,100.0977,-18.0054,32.4097,81.4526,-69.4336,-143.6243,walk
54:35.4,0.9434,0.167,-0.0723,52.002,-18.3105,37.5977,95.1416,-73.0206,-153.457,walk
54:35.5,0.8833,0.4912,0.0415,12.085,-31.7383,48.2788,110.2039,-76.8768,-165.0586,walk
54:35.7,0.8198,0.5693,-0.1128,13.4888,14.2212,25.8789,119.7784,-79.4092,-173.3533,walk
54:35.7,1.3867,-0.187,0.02,-54.9927,78.064,-82.9468,99.1571,-77.3053,-154.8358,walk
54:35.9,0.9038,0.4951,0.0942,23.5596,54.3823,-90.1489,73.5974,-68.1317,-126.6779,walk
54:36.0,0.6875,0.3892,0.0469,-139.9536,-10.0708,-74.0967,68.3789,-58.3264,-125.777,walk
54:36.2,0.5479,0.1748,0.1084,-9.6436,-59.3872,-10.7422,65.2588,-55.4919,-131.2592,walk
54:36.2,1.1909,0.938,0.4053,9.8267,7.7515,73.4863,65.5225,-61.9574,-133.3191,walk
54:36.2,1.1079,0.2798,-0.439,-199.9512,-70.4956,-12.5122,67.077,-60.4413,-136.5381,walk
54:36.3,0.6045,0.522,-0.1338,25.6348,15.5029,67.688,70.34,-64.2535,-142.0038,walk
54:36.5,0.7969,0.5625,-0.0708,76.1719,-13.6719,42.9077,86.4514,-71.488,-151.1554,walk
54:36.5,0.9014,0.3208,-0.0376,66.1011,-25.1465,19.7754,100.0635,-74.8828,-160.9387,walk
54:36.7,0.8389,0.4414,-0.0522,15.3198,-29.6021,36.8652,114.6588,-77.7557,-172.6392,walk
54:37.1,0.8657,0.7783,0.0083,-6.2866,-13.916,19.5313,123.9532,-79.4861,179.7748,walk
54:37.1,1.5361,-0.1313,0.0049,-15.625,101.4404,-88.8672,97.0148,-74.751,-157.5275,walk
54:37.1,0.834,0.6626,0.1558,43.9453,52.9175,-75.8667,76.3495,-65.6927,-131.1603,walk
54:37.1,0.7729,0.1528,0.0645,-99.7925,17.0898,-72.2046,69.2303,-56.6675,-129.8694,walk
54:37.3,0.4805,0.3276,0.2163,3.7231,-54.8096,26.7944,68.0548,-56.3434,-132.3138,walk
54:37.3,1.3311,0.9019,0.4321,1.3428,2.4414,-16.7236,65.1324,-62.265,-130.5341,walk
54:37.3,0.7939,-0.6377,0.062,-109.7412,-18.1274,-23.5596,61.452,-59.7821,-134.9615,walk
54:37.5,0.8931,0.064,-0.0625,6.2256,-98.5107,64.5752,70.5652,-67.5714,-140.4602,walk
54:37.5,0.8828,0.3867,-0.0166,47.4854,-27.1606,49.9268,86.1438,-72.746,-148.1012,walk
54:37.6,0.9805,0.2861,0.0669,34.4238,-42.7246,54.1992,106.5619,-76.5143,-164.295,walk
54:37.9,0.957,0.3735,-0.001,10.9253,-19.2871,37.5977,122.6843,-78.5193,-178.374,walk
54:38.0,0.8589,0.8101,0.1064,0.3662,2.2583,15.5029,126.9196,-80.3046,179.5825,walk
54:38.1,1.8135,-0.2041,-0.0938,-9.3384,65.6738,-92.5293,89.3848,-73.7292,-147.2882,walk
54:38.3,0.7944,0.709,0.1714,6.4087,35.5225,-89.6606,77.2339,-64.27,-130.968,walk
54:38.3,0.7104,0.1265,0.0449,-120.4224,11.0474,-62.1948,69.1095,-55.3931,-131.8195,walk
54:38.3,0.5713,0.3413,0.3203,-2.5024,-49.2554,44.0674,70.2795,-57.3047,-136.5106,walk
54:38.3,1.3096,0.7612,0.7134,9.6436,21.7896,-62.9883,66.709,-61.6333,-132.226,walk
54:38.5,0.4502,-0.5898,-0.1392,112.6709,-41.3208,12.5732,67.0001,-60.5566,-136.9611,walk
54:38.5,1.104,-0.1997,-0.1362,4.9438,-106.3843,44.4336,81.2439,-69.9829,-147.5519,walk
54:38.7,0.7847,0.4438,-0.0889,67.8711,-43.5791,52.002,102.475,-74.6246,-160.2081,walk
54:38.9,0.8154,0.646,0.0029,37.3535,-8.9111,39.2456,118.8446,-76.9263,-171.4691,walk
54:38.9,0.9351,0.5459,-0.0488,14.7095,11.2915,20.0195,133.5223,-78.3545,175.4791,walk
54:38.9,1.168,0.0254,-0.1318,-69.7632,110.8398,-99.7925,115.5542,-78.4589,-166.6956,walk
54:39.0,0.9351,0.2578,0.0737,32.5928,82.7026,-103.0273,80.1288,-69.5709,-131.7206,walk
54:39.2,0.5044,0.5103,0.0498,-111.8774,-4.0894,-81.9092,71.521,-58.7714,-124.2114,walk
54:39.2,0.5747,0.0415,0.063,-37.7808,-36.6821,-4.6997,65.3302,-54.7559,-129.1168,walk
54:39.7,1.1924,1.1772,0.4238,-7.019,3.0518,78.6133,63.4131,-61.5015,-128.8037,walk
54:39.8,0.7783,-0.2363,-0.3794,-164.5508,-7.2632,-49.0112,62.4408,-59.502,-130.9845,walk
54:40.2,0.6704,0.3892,-0.2202,-20.874,33.2031,73.6084,68.6371,-64.0228,-137.1808,walk
54:40.6,0.8677,0.5435,0.041,97.5342,-37.5366,21.4233,79.986,-69.8236,-142.1301,walk
54:40.6,0.9399,0.0063,-0.0913,32.959,-58.1055,61.7676,96.7346,-74.1742,-156.0828,walk
54:40.6,0.8472,0.4785,0.002,24.9634,-10.2539,35.6445,118.8281,-78.2172,-175.0397,walk
54:40.6,0.7671,0.6646,-0.022,22.3999,16.6016,30.0293,123.4589,-80.6836,-176.38,walk
54:40.6,1.8267,-0.1113,-0.127,-16.0522,65.6738,-104.248,92.1039,-75.2509,-148.233,walk
54:40.6,0.8682,0.6152,0.1333,13.7939,52.6733,-99.3652,76.1243,-65.0391,-129.0015,walk
54:40.8,0.6807,0.2104,0.0151,-136.3525,7.6904,-64.209,68.5767,-55.6293,-128.4851,walk
54:40.8,0.4863,0.2954,0.2598,3.479,-44.4336,35.1563,66.5222,-56.0522,-132.7863,walk
54:40.8,1.209,0.8086,0.6553,7.7515,19.5923,-65.6738,63.49,-61.0565,-130.1056,walk
54:40.8,0.9307,-0.7559,-0.1528,-21.3013,-9.3994,-17.0288,60.4523,-59.48,-133.3081,walk
54:41.0,0.874,0.2964,-0.0386,-11.5967,-100.769,48.5229,69.0161,-64.9402,-137.5433,walk
54:41.0,0.9141,0.4028,-0.0029,60.1196,-25.7568,53.4668,82.6392,-70.0488,-145.6018,walk
54:41.0,0.978,0.2666,-0.0093,32.8369,-51.9409,64.0869,102.5903,-75.3058,-161.2958,walk
54:41.4,0.8384,0.5059,-0.0518,30.1514,-3.54,46.6919,120.13,-79.151,-175.0726,walk
54:41.4,0.9585,0.8994,0.0776,-8.1177,-18.6768,21.4844,127.2876,-81.2769,-179.7748,walk
54:41.4,1.7827,-0.1953,-0.0781,7.1411,96.8018,-103.9429,88.3521,-74.1467,-145.6293,walk
54:41.6,0.7324,0.8022,0.1426,11.5356,34.6069,-94.9707,75.3497,-63.5669,-125.2936,walk
54:42.0,0.731,0.1265,0.0557,-135.1318,11.4746,-79.1016,68.6646,-54.6405,-128.2983,walk
54:42.0,0.5239,0.2583,0.1572,5.249,-57.4341,36.1938,68.4503,-55.0305,-135.5988,walk
54:42.0,1.0186,0.9067,0.4663,4.3945,59.2651,-30.8228,64.1437,-60.4303,-131.9073,walk
54:42.4,0.8447,-0.7817,-0.0625,-58.4717,20.9961,-5.6152,62.5067,-59.6448,-136.0712,walk
54:42.4,0.6484,0.334,-0.1738,-74.3408,-67.0166,45.4102,71.7847,-63.3032,-142.2729,walk
54:42.4,0.895,0.394,-0.0581,78.8574,-36.6821,47.6685,80.7825,-68.0493,-150.1337,walk
54:42.6,0.9302,0.1118,-0.0718,20.4468,-27.0386,42.8467,95.4382,-72.0538,-161.7737,walk
54:42.6,0.7314,0.4648,-0.001,33.5083,8.606,28.0762,105.0513,-75.52,-167.547,walk
54:42.6,0.7207,0.4712,-0.1289,41.9312,-2.3804,11.5356,110.2588,-76.366,-168.9423,walk
54:42.7,1.5293,-0.3188,-0.0024,63.2935,88.8062,-77.3926,93.8068,-70.296,-150.683,walk
54:42.7,0.7539,0.5557,0.1094,57.373,90.332,-87.2192,81.6449,-63.2703,-127.9688,walk
54:42.7,0.7266,-0.0103,0.0815,47.1191,80.9937,6.4697,70.5817,-57.7496,-118.3008,walk
54:42.7,0.5889,0.6577,0.1938,104.6143,22.2778,55.9692,68.7524,-60.0348,-108.7372,walk
54:42.7,1.1104,1.0356,0.1421,91.7358,-44.9219,-13.3057,79.1235,-64.0723,-111.0718,walk
54:42.8,0.8867,-0.8784,-0.23,-78.186,6.3477,-65.6128,72.6636,-59.7382,-104.2767,walk
54:43.1,0.7085,0.4912,-0.1812,79.6509,22.9492,22.0947,83.0017,-62.5946,-106.7322,walk
54:43.1,0.8604,0.4492,-0.4404,246.8262,28.0762,43.2739,91.9501,-64.7314,-106.0236,walk
54:43.1,0.8608,0.6191,-0.2959,209.1675,43.8843,16.5405,106.04,-67.8461,-98.5419,walk
54:43.4,0.8711,0.5264,-0.1421,150.8789,38.6963,6.1035,113.269,-68.7085,-88.1598,walk
54:43.4,0.8657,0.6343,0.0068,101.6846,12.146,12.6343,121.1847,-69.6753,-85.4681,walk
54:43.4,0.811,0.5679,-0.1177,94.1772,23.1323,8.606,124.7278,-70.6091,-83.6774,walk
54:43.6,1.5918,0.061,0.0859,35.4004,78.064,-103.9429,113.9282,-66.0443,-75.91,walk
54:43.6,1.0244,0.2744,-0.0635,125.061,143.7378,-59.3262,91.5271,-62.2375,-37.6666,walk
54:43.7,0.6045,0.5098,0.1646,15.0146,90.8813,-53.772,82.1283,-55.0525,-10.9589,walk
54:44.0,0.5293,0.3804,0.1792,-6.3477,12.0239,5.3101,78.1787,-50.603,1.593,walk
54:44.0,0.8218,0.8867,0.4775,-13.4277,-10.2539,56.0913,76.9153,-54.7504,-1.3074,walk
54:44.1,1.1777,0.8687,0.4365,-10.9863,-36.6211,33.0811,76.1902,-53.6737,-8.5089,walk
54:44.4,0.9819,0.4004,-0.0635,118.6523,-4.6387,-15.4419,80.1782,-57.3816,-13.0023,walk
54:44.4,1.1919,0.1221,-0.0835,63.5376,-30.4565,-15.3198,93.0597,-62.9517,-16.4465,walk
54:44.4,0.8042,0.4507,-0.1357,89.5996,-11.6577,32.7759,105.3259,-66.2366,-17.2266,walk
54:44.5,0.9277,0.3931,-0.0557,24.0479,-20.6909,23.4375,118.5699,-68.1921,-22.4451,walk
54:44.5,0.8433,0.6445,-0.1074,38.5742,9.5825,37.5977,130.0781,-70.8234,-25.6696,walk
54:44.6,1.3501,0.2319,-0.2051,-31.3721,70.9229,-52.3071,125.4529,-72.3834,-13.8428,walk
54:44.8,1.1025,-0.0205,-0.0186,24.292,117.8589,-84.0454,92.4005,-67.6538,24.5105,walk
54:44.9,0.5391,0.5742,0.1284,-40.8936,49.5605,-82.0313,79.9365,-58.9691,43.0225,walk
54:44.9,0.7173,0.0928,0.0732,-48.1567,-5.7983,-21.3013,72.2241,-53.9868,46.6479,walk
54:44.9,0.8169,0.876,0.6113,8.0566,-23.5596,91.7969,73.8391,-59.1943,46.3568,walk
54:45.1,1.3975,0.9751,0.0332,-32.5928,-40.9546,-39.5508,74.4104,-58.7604,50.8228,walk
54:45.3,1.416,0.8081,-0.0146,58.5327,-66.3452,120.0562,79.2004,-61.9464,47.7466,walk
54:45.5,0.8628,0.2183,-0.0728,91.2476,-9.5215,36.0107,88.418,-67.1924,44.4177,walk
54:45.7,0.835,0.2959,-0.0645,34.79,-35.6445,36.1938,103.9636,-71.1859,35.6891,walk
54:45.7,0.8154,0.5703,-0.0083,27.832,-23.1934,49.8657,124.173,-75.0586,20.9784,walk
54:45.7,0.7866,0.624,-0.1289,24.231,19.104,31.4331,133.2587,-78.0194,17.4518,walk
54:45.7,1.4326,-0.1387,0.0596,-47.1802,76.1108,-74.7681,106.9794,-75.0256,43.3411,walk
54:45.9,0.9067,0.3843,0.0884,1.0986,55.6641,-87.2192,82.9303,-67.5275,73.2184,walk
54:45.9,0.7217,0.3281,0.001,-127.5635,16.7236,-71.6553,72.7734,-58.6011,79.7662,walk
54:46.1,0.5522,0.3345,0.1934,-20.2026,-50.6592,12.6953,70.8673,-56.5686,79.3433,walk
54:46.1,1.1172,0.8525,0.4136,21.9116,42.4805,3.6011,68.8678,-62.7374,82.8754,walk
54:46.3,0.9463,-0.4121,-0.0254,-127.2583,-12.2681,-14.4043,68.9392,-59.9524,82.8973,walk
54:46.5,0.6934,0.3511,-0.1309,6.5308,-41.4429,81.2378,74.6576,-64.7314,82.6886,walk
54:46.5,0.876,0.3975,-0.0039,31.8604,-36.6821,43.8843,90.3296,-70.351,74.0424,walk
54:46.6,0.8955,0.269,0.0059,31.0669,-38.208,41.0156,107.3804,-73.7787,61.4795,walk
54:46.7,0.8794,0.3818,0.0044,7.5684,-26.9165,47.8516,123.4808,-75.9375,48.3508,walk
54:46.7,0.7578,0.6455,0.043,7.7515,2.0142,21.5454,133.786,-78.2556,41.0504,walk
54:46.9,1.7646,-0.2192,-0.0933,-15.3198,69.7632,-84.7778,108.4021,-74.9762,63.9514,walk
54:46.9,0.7998,0.5908,0.1396,27.8931,68.1152,-83.8623,81.7383,-67.7637,98.2397,walk
54:47.0,0.7559,0.1489,0.041,-110.1074,16.6016,-58.6548,70.6476,-58.8153,104.903,walk
54:47.1,0.5156,0.3369,0.2266,3.3569,-41.8701,20.0195,68.2855,-58.0408,105.0623,walk
54:47.3,1.1777,0.8911,0.4639,14.8315,14.3433,-17.8223,67.2638,-63.49,107.677,walk
54:47.3,0.7769,-0.6978,0.0337,-75.0122,1.9531,-30.3345,65.1544,-60.7599,105.271,walk
54:47.5,0.8599,0.4678,-0.1353,-5.9204,-89.7827,34.5459,74.6741,-67.0715,103.0792,walk
54:47.5,0.9341,0.2227,-0.0503,65.7959,-34.2407,46.6309,90.2802,-71.0211,91.8182,walk
54:47.6,0.9399,0.417,0.0469,54.2603,-37.7808,60.9131,110.8026,-75.4211,79.8981,walk
54:47.7,0.8486,0.4546,-0.0146,6.6528,-26.4282,38.8794,128.0182,-77.6019,65.863,walk
54:47.9,0.9531,0.7192,0.145,20.0806,3.8452,15.8081,131.3306,-79.3488,65.506,walk
54:47.9,1.7046,-0.1523,-0.1445,24.9634,68.1152,-75.0122,89.3298,-74.4873,108.2867,walk
54:48.1,0.7412,0.4951,0.2095,-6.5308,63.9038,-104.7974,74.5093,-64.726,127.1777,walk
54:48.1,0.6855,0.1494,0.0562,-122.7417,9.3384,-52.4902,65.5334,-57.3541,128.3148,walk
54:48.3,0.6089,0.3022,0.3438,-13.4277,-48.4619,33.02,67.0166,-58.1012,123.0194,walk
54:48.3,0.9897,0.751,0.582,56.2134,41.3818,-59.2041,65.6049,-61.9299,128.5126,walk
54:48.5,1.002,-0.9702,-0.0186,3.2349,-22.2778,-13.9771,64.7095,-61.9409,124.6069,walk
54:48.6,0.9937,0.4634,-0.0801,-20.9351,-100.4639,65.4297,74.3665,-68.1262,122.7393,walk
54:48.6,0.9229,0.2964,-0.0415,71.4111,-19.8364,50.293,88.1049,-72.6086,114.4446,walk
54:48.7,0.9375,0.377,0.0884,28.8696,-23.5596,51.8188,108.1604,-76.1243,100.7062,walk
54:48.9,0.8623,0.46,0.0508,3.418,-32.5928,40.7715,124.8212,-77.8271,85.4132,walk
54:48.9,1.0249,0.8159,0.1279,7.6904,-22.8271,12.9395,131.2866,-78.9313,81.2,walk
54:49.1,1.7397,-0.1035,-0.187,20.874,72.8149,-79.5288,89.8956,-73.4381,121.6571,walk
54:49.1,0.7207,0.4854,0.1675,-8.4839,84.9609,-101.0742,73.7073,-63.8635,141.5753,walk
54:49.3,0.6602,0.1284,0.0635,-83.5571,25.5127,-43.7622,65.127,-56.9366,143.3771,walk
54:49.3,0.6196,0.4209,0.4058,-6.5918,-33.9966,40.4663,66.8573,-58.9032,139.6143,walk
54:49.5,1.1733,0.6812,0.8154,29.4189,29.1748,-49.7437,63.5559,-61.2927,144.9097,walk
54:49.5,0.5269,-0.5859,0.0327,74.8291,-32.2266,-21.7285,63.6108,-59.3481,139.5374,walk
54:49.6,1.0908,0.0806,0.043,61.8896,-66.5283,18.3105,73.2678,-69.1699,135.4834,walk
54:49.7,0.7793,0.3833,0.0005,28.8696,-45.3491,31.311,86.77,-73.2404,128.2214,walk
54:49.8,0.8394,0.6113,-0.0215,26.4893,-14.2822,44.9219,103.4418,-76.9043,114.137,walk
54:49.9,0.8892,0.5356,-0.0845,10.7422,15.8691,31.0059,117.9767,-79.6893,101.0687,walk
54:50.0,1.2969,0.1714,-0.1328,-71.2891,44.0674,-66.3452,117.1143,-80.0024,101.7334,walk
54:50.2,1.209,-0.0894,0.0972,36.6211,106.2622,-89.2334,83.3478,-72.4384,132.7917,walk
54:50.2,0.6113,0.5635,0.106,-87.2192,41.8091,-102.9663,72.5482,-62.2321,144.7174,walk
54:50.3,0.7539,-0.0137,0.1499,-44.4946,-0.7324,-23.1934,62.4847,-56.4258,142.4048,walk
54:50.4,0.6338,0.5845,0.4678,-10.5591,-16.8457,59.082,63.7152,-59.1779,139.8505,walk
54:50.5,0.6885,0.5947,0.6846,-12.6953,20.874,-57.8613,60.7379,-60.0018,145.5963,walk
54:50.7,1.0913,-0.2153,-0.0151,87.3413,-74.646,0.8545,60.2985,-61.2103,136.2415,walk
54:50.7,1.2808,0.1035,-0.0049,75.9277,-77.3315,24.1089,70.1202,-68.8019,129.9683,walk
54:50.9,0.771,0.3213,0.0171,12.3291,-52.1851,26.9165,80.9308,-72.7789,124.0137,walk
54:50.9,0.8296,0.647,0.064,-12.3291,-17.5171,28.5645,97.6685,-76.0803,109.3579,walk
54:51.0,0.9863,0.4883,0.0088,-0.8545,-33.7524,37.3535,110.4291,-76.7944,95.2405,walk
54:51.1,1.2051,0.7163,-0.0063,-32.1045,-24.292,5.0049,116.532,-77.7667,87.4237,walk
54:51.2,1.2407,-0.1465,-0.1113,-32.4707,63.1104,-55.542,84.2432,-73.1744,114.8126,walk
54:51.3,0.7866,0.6753,0.0586,-95.3979,4.5166,-97.4731,73.3008,-65.9454,123.6951,walk
54:51.5,0.8281,0.2607,0.0313,-106.8726,-32.8979,-60.2417,65.9015,-59.4031,116.3507,walk
54:51.5,0.7725,0.4111,0.2188,-103.8208,-61.0352,12.0239,66.0333,-59.6667,104.9139,walk
54:51.6,0.8315,0.5571,0.2114,-127.3193,9.6436,-32.959,57.9968,-62.0068,105.5017,walk
54:51.7,2.0815,0.1572,0.1284,-93.3228,-32.4707,112.4268,57.1674,-66.8079,95.3174,walk
54:51.8,0.6865,0.6543,-0.0859,-79.5898,-53.772,24.9023,49.8724,-66.9946,100.014,walk
54:51.9,0.8882,0.1108,0.0107,-138.0615,-51.8799,42.7856,54.7229,-72.5317,75.7947,walk
54:52.0,0.9185,0.5308,0.0464,-113.0371,-45.105,-1.3428,55.0635,-76.1353,66.665,walk
54:52.2,1.0532,0.1611,-0.0981,-141.2964,-41.1987,-5.0659,65.7202,-78.4698,35.5188,walk
54:52.2,1.0488,0.1177,-0.0781,-83.1299,-20.9961,15.686,75.0421,-81.0132,8.877,walk
54:52.4,0.9829,0.4189,-0.0747,-35.1563,11.7798,8.1177,68.7909,-82.1393,3.999,walk
54:52.4,0.9575,0.1646,0.1172,-98.3276,29.9683,-37.9028,61.5509,-80.1892,-1.9446,walk
54:52.5,0.9941,0.3398,0.0576,-100.4639,-5.249,-128.479,63.5504,-71.0376,-18.9569,walk
54:52.6,1.0498,0.3008,-0.0073,-151.6724,-44.2505,-112.1216,68.8184,-62.4243,-44.9231,walk
54:52.8,0.7329,0.3428,0.0791,-99.9146,-48.1567,-68.6035,69.4006,-56.217,-62.9462,walk
54:52.8,0.7368,0.2578,0.1992,-70.5566,-39.1235,23.8647,67.7417,-56.4862,-75.8936,walk
54:52.9,0.8257,1.0396,0.3066,-21.7896,12.2681,-42.8467,60.7379,-58.3264,-75.1575,walk
54:53.0,0.7305,-0.2808,-0.0825,-33.02,18.9819,-13.3057,59.7876,-58.5022,-83.172,walk
54:53.1,0.7949,-0.1084,-0.1841,-59.1431,-67.2607,59.8755,65.2698,-64.2206,-93.1586,walk
54:53.3,0.792,0.646,-0.0186,55.7861,-34.668,40.6494,77.2174,-70.1147,-99.5691,walk
54:53.3,1.0488,0.1382,0.0239,31.4941,-55.3589,45.0439,94.0594,-74.3939,-118.8171,walk
54:53.5,0.9619,0.3979,-0.041,23.6816,-15.1978,36.3159,112.4066,-77.7063,-137.2412,walk
54:53.5,0.854,0.6509,-0.0093,-7.6294,11.7798,13.4277,116.4935,-79.6893,-141.3391,walk
54:53.7,1.7085,-0.0786,-0.1055,-19.104,49.1333,-104.187,86.7645,-74.5203,-116.5649,walk
54:53.9,0.9121,0.5039,0.1299,-7.3853,32.5317,-102.6001,74.7125,-64.3909,-106.9904,walk
54:53.9,0.729,0.1401,0.043,-119.2017,20.3857,-71.2891,68.4503,-55.3711,-108.8031,walk
54:54.2,0.561,0.2759,0.2153,-5.4321,-41.9312,28.3813,65.6488,-53.9813,-114.4116,walk
54:54.2,0.873,1.0801,0.4028,6.8359,36.3159,-42.5415,63.3691,-60.5292,-112.4066,walk
54:54.2,0.8242,-0.6924,-0.1445,-139.9536,-47.3022,-18.3105,64.5776,-58.0298,-121.9537,walk
54:54.3,0.7305,0.0493,-0.1372,23.9868,-49.2554,90.8813,69.3073,-63.8196,-125.4364,walk
54:54.3,0.8267,0.4868,0.041,31.0059,-37.8418,50.8423,85.0507,-69.5654,-133.9673,walk
54:54.5,0.9546,0.2051,-0.0483,64.3311,-45.4102,42.0532,100.7556,-73.7897,-147.7551,walk
